district,date,month,year,visitors
Suryapet,01-02-2019,February,2019,0.0
Suryapet,01-03-2019,March,2019,0.0
Suryapet,01-04-2019,April,2019,0.0
Suryapet,01-05-2019,May,2019,0.0
Suryapet,01-06-2019,June,2019,0.0
Suryapet,01-07-2019,July,2019,0.0
Suryapet,01-08-2019,August,2019,0.0
Suryapet,01-09-2019,September,2019,0.0
Suryapet,01-10-2019,October,2019,0.0
Suryapet,01-11-2019,November,2019,0.0
Suryapet,01-12-2019,December,2019,0.0
Wanaparthy ,01-01-2019,January,2019,28131.0
Wanaparthy ,01-02-2019,February,2019,22342.0
Wanaparthy ,01-03-2019,March,2019,20050.0
Wanaparthy ,01-04-2019,April,2019,23749.0
Wanaparthy ,01-05-2019,May,2019,20010.0
Wanaparthy ,01-06-2019,June,2019,20050.0
Wanaparthy ,01-07-2019,July,2019,32625.0
Wanaparthy ,01-08-2019,August,2019,35860.0
Wanaparthy ,01-09-2019,September,2019,21375.0
Wanaparthy ,01-10-2019,October,2019,21234.0
Wanaparthy ,01-11-2019,November,2019,32657.0
Wanaparthy ,01-12-2019,December,2019,20556.0
Warangal (Rural),01-01-2019,January,2019,28700.0
Warangal (Rural),01-02-2019,February,2019,28800.0
Warangal (Rural),01-03-2019,March,2019,29000.0
Warangal (Rural),01-04-2019,April,2019,26900.0
Warangal (Rural),01-05-2019,May,2019,24900.0
Warangal (Rural),01-06-2019,June,2019,27100.0
Warangal (Rural),01-07-2019,July,2019,28600.0
Warangal (Rural),01-08-2019,August,2019,31600.0
Warangal (Rural),01-09-2019,September,2019,32600.0
Warangal (Rural),01-10-2019,October,2019,31100.0
Warangal (Rural),01-11-2019,November,2019,32150.0
Warangal (Rural),01-12-2019,December,2019,32050.0
Warangal (Urban),01-01-2019,January,2019,151545.0
Warangal (Urban),01-02-2019,February,2019,157755.0
Warangal (Urban),01-03-2019,March,2019,154305.0
Warangal (Urban),01-04-2019,April,2019,150425.0
Warangal (Urban),01-05-2019,May,2019,143230.0
Warangal (Urban),01-06-2019,June,2019,144400.0
Warangal (Urban),01-07-2019,July,2019,145440.0
Warangal (Urban),01-08-2019,August,2019,148030.0
Warangal (Urban),01-09-2019,September,2019,151070.0
Warangal (Urban),01-10-2019,October,2019,147450.0
Warangal (Urban),01-11-2019,November,2019,153880.0
Warangal (Urban),01-12-2019,December,2019,147700.0
Yadadri Bhongir,01-01-2019,January,2019,479293.0
Yadadri Bhongir,01-02-2019,February,2019,56525.0
Yadadri Bhongir,01-03-2019,March,2019,481923.0
Yadadri Bhongir,01-04-2019,April,2019,441150.0
Yadadri Bhongir,01-05-2019,May,2019,345790.0
Yadadri Bhongir,01-06-2019,June,2019,370566.0
Yadadri Bhongir,01-07-2019,July,2019,332770.0
Yadadri Bhongir,01-08-2019,August,2019,389010.0
Yadadri Bhongir,01-09-2019,September,2019,366862.0
Yadadri Bhongir,01-10-2019,October,2019,381860.0
Yadadri Bhongir,01-11-2019,November,2019,365990.0
Yadadri Bhongir,01-12-2019,December,2019,477635.0
